stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
CHA720SN,CHA720SN,CHARLOTTE PIKE & 7201 CHARLOTTE PIK,7170 CHARLOTTE PIKE & OLD CHARLOTTE PIKE,36.124174,-86.910723,,,,,,0
CHAOLDSN,CHAOLDSN,CHARLOTTE PIKE & OLD CHARLOTTE PIKE,,36.120114,-86.9183,,,,,,2
OLDCHASF,OLDCHASF,OLD HICKORY BLVD & CHARLOTTE PIKE S,695 OLD HICKORY BLVD & RAMP,36.115983,-86.923308,,,,,,2
H70BELWF,H70BELWF,HWY 70S & BELLEVUE RD WB,7449 USHY 70S & BELLEVUE RD,36.07566,-86.940641,,,,,,2
H70HARWF,H70HARWF,HWY 70S & HARPETH VALLEY RD WB,USHY 70S & HARPETH VALLEY RD,36.082487,-86.958546,,,,,,2
H70HAREN,H70HAREN,HWY 70S & HARPETH VALLEY RD EB,7733 USHY 70S & HARPETH VALLEY RD,36.082232,-86.958489,0,,,,,0
H70BELEF,H70BELEF,HWY 70S & BELLEVUE RD EB,7437 USHY 70S,36.075258,-86.939905,,,,,,0
OLDHINNF,OLDHINNF,OLD HICKORY BLVD & HINDU TEMPLE NB,545 ,36.101589,-86.922733,,,,,,0
OLDCHANN,OLDCHANN,OLD HICKORY BLVD & CHARLOTTE PIKE N,695 OLD HICKORY BLVD & RAMP,36.116014,-86.923075,,,,,,2
CHAOLDNF,CHAOLDNF,CHARLOTTE PIKE & OLD CHARLOTTE PIKE,7292 CHARLOTTE PIKE & OLD CHARLOTTE PIKE,36.120068,-86.918141,,,,,,2
CHA720NF,CHA720NF,CHARLOTTE PIKE & 7201 CHARLOTTE PIK,7166 CHARLOTTE PIKE,36.124359,-86.910299,,,,,,2
CHALILNN,CHALILNN,CHARLOTTE PIKE & LILY VALLEY WAY NB,7136 CHARLOTTE PIKE,36.126111,-86.908831,0,,,,,2
OLDWOONF,OLDWOONF,OLD HICKORY BLVD & WOODBURY FALLS D,367 OLD HICKORY BLVD & WOODBURY FALLS DR,36.087721,-86.920569,,,,,,2
H70CROWF,H70CROWF,HWY 70 S & CROSS TIMBERS DR WB,7405 USHY 70S & CROSS TIMBERS DR,36.07424,-86.93569,,,,,,0
OLDROCSN,OLDROCSN,OLD HICKORY BLVD & ROCKY LANE SB,619 OLD HICKORY BLVD & ROCKY LN,36.108093,-86.922562,,,,,,0
2AJOHSM,2AJOHSM,2ND AVE N & JO JOHNSON AVE SB,555 2ND AVE,36.169715,-86.78005,,,,,,0
32AALAEF,32AALAEF,32ND AVE N & ALAMEDA ST,1087 32ND AVE & ALAMEDA ST,36.164781,-86.825204,,,,,,0
WALRAIWN,WALRAIWN,WALSH & RAINS WB (GEODIS),492 WALSH RD & WILSON DR,36.132889,-86.764667,,,,,,0
WALRAIEF,WALRAIEF,WALSH & RAINS EB (GEODIS),474 WALSH RD,36.132647,-86.763788,,,,,,0
KINHAYWN,KINHAYWN,KINGS LN & HAYNES PARK DR WB,,36.218863,-86.834114,0,,,,,0
HARGALWF,HARGALWF,HART LANE & GALLATIN PIKE WB,,36.211961,-86.733179,0,,,,,
HARSAUWF,HARSAUWF,HART LANE & SAUNDERS AVE WB,,36.216234,-86.738107,0,,,,,
HARBENWF,HARBENWF,HART LANE & BEN ALLEN RD WB,,36.217623,-86.743784,0,,,,,
HARGASEF,HARGASEF,HART LANE & R.S. GASS BLVE EB,,36.217331,-86.743048,0,,,,,
HARSAUEN,HARSAUEN,HART LANE & SAUNDERS AVE EB,,36.216218,-86.738395,0,,,,,
HARGALEN,HARGALEN,HART LANE & GALLATIN PIKE EB,,36.212071,-86.733838,0,,,,,
BOYBUESF,BOYBUESF,BOYD DR & BUENAVIEW BLVD SB,,36.227504,-86.827355,0,,,,,
CLAFAINM,CLAFAINM,CLARKSVILLE PIKE & E FAIRVIEW DR NB,,36.209699,-86.839201,0,,,,,
BUEHUMNN,BUEHUMNN,BUENA VISTA PIKE & HUMMINGBIRD DR NB,,36.21915,-86.820867,0,,,,,
BUEKINNN,BUEKINNN,BUENA VISTA PIKE & KINGS LN NB,,36.220848,-86.821294,0,,,,,
BUEKINNM,BUEKINNM,BUENA VISTA PIKE & KINGS LN NB,,36.226077,-86.822754,0,,,,,
BUEBUEWF,BUEBUEWF,BUENAVIEW BLVD & BUENA VISTA PIKE WB,,36.228315,-86.824139,0,,,,,
BOYAMESN,BOYAMESN,BOYD DR & AMES DR SB,,36.226285,-86.826989,0,,,,,
LYTBOYSF,LYTBOYSF,LYTLE DR & BOYD DR SB,,36.222357,-86.827158,0,,,,,
MEALYTSN,MEALYTSN,MEADOW HILL DR & LYTLE DR SB,,36.221266,-86.825115,0,,,,,
KINMEAWF,KINMEAWF,KINGS LN & MEADOW HILL DR WB,,36.220183,-86.825755,0,,,,,
KINBOYEN,KINBOYEN,KINGS LN & BOYD DR EB,,36.219455,-86.829027,0,,,,,
KINBOYWN,KINBOYWN,KINGS LN & BOYD DR WB,,36.219588,-86.828684,0,,,,,
KINCLAEN,KINCLAEN,KINGS LN & CLARKSVILLE PK EB,,36.218413,-86.837493,0,,,,,
KINTEMEM,KINTEMEM,KINGS LN & TEMPLE CHURCH PARK AND RIDE EB,,36.217643,-86.843024,0,,,,,
CRECRENF,CRECRENF,CREEKWOOD & CREEKLAND CT NB,,36.216902,-86.846095,0,,,,,
CRECREWN,CRECREWN,CREEKWAY CT & CREEKWOOD WB,,36.213814,-86.845683,0,,,,,
TIMFAINF,TIMFAINF,TIMOTHY DR & FAIRVIEW DR NB,,36.212284,-86.844614,0,,,,,
CLAABENN,CLAABENN,CLARKSVILLE PIKE & ABERNATHY RD NB,,36.203152,-86.84037,0,,,,,
CLAASHNF,CLAASHNF,CLARKSVILLE PIKE & ASHLAND CITY HWY NB,,36.198551,-86.837911,0,,,,,
CLAMANNN,CLAMANNN,CLARKSVILLE PIKE & MANCHESTER AVE S NB,,36.195381,-86.833777,0,,,,,
CLASHANF,CLASHANF,CLARKSVILLE PIKE & S HAMILTON RD NB,,36.194185,-86.831771,0,,,,,
WHIUPSNN,WHIUPSNN,WHITES CREEK PIKE & UPS NB,,36.231161,-86.813101,0,,,,,
KNIFEDNN,KNIFEDNN,KNIGHT AND FEDEX GROUND DR SB,,36.235395,-86.803416,0,,,,,
EWIGWYEN,EWIGWYEN,EWING DR & GWYNNWOOD DR EB,,36.231452,-86.792609,0,,,,,
BRCBRCSN,BRCBRCSN,BRICK CHURCH PIKE AND BRICK CHURCH PARK DR SB,,36.223861,-86.782371,0,,,,,
BRCFERSN,BRCFERSN,BRICK CHURCH PIKE AND FERENCO SB,,36.220106,-86.782445,0,,,,,
BRIAVOSF,BRIAVOSF,BRICK CHURCH PIKE AND AVONDALE SB,,36.208172,-86.777881,0,,,,,
ROSGARNN,ROSGARNN,ROSA PARKS BLVD & GARFIELD ST NB,,36.180509,-86.796108,0,,,,,
DOMMETWF,DOMMETWF,DOMINICAN DR & METRO CENTER BLVD WB,,36.187867,-86.799129,0,,,,,
ATHDOMNM,ATHDOMNM,ATHENS WAY & DOMINICAN DR NB,,36.189393,-86.800943,0,,,,,
10APONSF,10APONSF,10TH AVE N & PONDER PL SB,,36.190243,-86.80616,0,,,,,
CAS10AWF,CAS10AWF,CASS ST & 10TH AVE N WB,,36.186299,-86.805513,0,,,,,
CAS12AWF,CAS12AWF,CASS ST & 12TH AVE N WB,,36.185502,-86.808626,0,,,,,
CEC15AWF,CEC15AWF,CECILIA ST & 15TH AVE N WB,,36.18757,-86.811806,0,,,,,
18ACASSN,18ACASSN,18TH AVE N & CASS ST SB,,36.184707,-86.812363,0,,,,,
ROS10AEF,ROS10AEF,ROSA L PARKS BLVD & 10TH AVE N EB,,36.193498,-86.806291,0,,,,,
VANFREEF,VANFREEF,VANTAGE WAY & FRENCH LANDING DR EB,,36.191031,-86.796501,0,,,,,
GREVANNF,GREVANNF,GREAT CIRCLE RD & VANTAGE WAY NB,,36.193581,-86.791305,0,,0,,,0
GRATHEWN,GRATHEWN,GREAT CIRCLE RD & ATHENS WAY WB,,36.196292,-86.792515,0,,,,,
OSA23AWF,OSA23AWF,OSAGE ST & 23RD AVE N WB,,36.17665,-86.814005,0,,,,,
ATHGRESM,ATHGRESM,ATHENS WAY & GREAT CIRCLE SB,,36.198101,-86.798701,0,,,,,
OSA23AEN,OSA23AEN,OSAGE ST & 23RD AVE N EB,,36.176582,-86.813791,0,,,,,
25AFINSF,25AFINSF,25TH AVE N & FINLAND ST SB,,36.176889,-86.816449,0,,,,,
ATHFRENN,ATHFRENN,ATHENS WAY & FRENCH LANDING DR NB,,36.195701,-86.799681,0,,,,,
DEL26ASN,DEL26ASN,DELK AVE & 26TH AVE N EB,,36.178496,-86.819349,0,,,,,
26ASALSF,26ASALSF,26TH AVE N & SALEM MASON DR SB,,36.181858,-86.819448,0,,,,,
BUECLIWN,BUECLIWN,BUENA VISTA PIKE & CLIFF DR WB,,36.197348,-86.828025,0,,,,,
BUECLIEF,BUECLIEF,BUENA VISTA PIKE & CLIFF DR EB,,36.197289,-86.827815,0,,,,,
BUEMATSM,BUEMATSM,BUENA VISTA PIKE & MATTIE ST SB,,36.199387,-86.826058,0,,,,,
BUEWTRWF,BUEWTRWF,BUENA VISTA PIKE & W TRINITY LANE WB,,36.202354,-86.820781,0,,,,,
TRIKEEWF,TRIKEEWF,TRINITY LANE & KEELING AVE WB,,36.204322,-86.744838,0,,,,,
TRIKEEEN,TRIKEEEN,TRINITY LANE & KEELING AVE EB,,36.204229,-86.745145,0,,,,,
WTRBUEEM,WTRBUEEM,W TRINITY LANE & BUENA VISTA PIKE EB,,36.202697,-86.820139,0,,,,,
ETRDRRWF,ETRDRRWF,E TRINITY LANE & DR RICHARD G ADAMS WB,,36.204616,-86.748096,0,,,,,
ETRDRREN,ETRDRREN,E TRINITY LANE & DR RICHARD G ADAMS EB,,36.204449,-86.747812,0,,,,,
ETROAKWF,ETROAKWF,E TRINITY LANE & OAKWOOD AVE WB,,36.204883,-86.752946,0,,,,,
ETROAKEN,ETROAKEN,E TRINITY LANE & OAKWOOD AVE EB,,36.204721,-86.752784,0,,,,,
ETRJONWF,ETRJONWF,E TRINITY LANE & JONES AVE WB,,36.205261,-86.758304,0,,,,,
ETRJONEF,ETRJONEF,E TRINITY LANE & JONES AVE EB,,36.20501,-86.756934,0,,,,,
WTROLDWF,WTROLDWF,W TRINITY LANE & OLD BUENA VISTA RD WB,,36.206074,-86.811501,0,,,,,
WTRYOUEN,WTRYOUEN,W TRINITY LANE & YOUNGS LANE EB,,36.205929,-86.811237,0,,,,,
ATHMETNF,ATHMETNF,ATHENS WAY & METROCENTER NB,,36.193781,-86.801301,0,,,,,
GREROSSM,GREROSSM,GREAT CIRCLE RD & ROSA L PARKS BLVD SB,,36.196281,-86.808701,0,,,,,
GREROSNM,GREROSNM,GREAT CIRCLE RD & ROSA L PARKS BLVD NB,,36.196341,-86.808501,0,,,,,
MAIGREWM,MAIGREWM,MAINSTREAM DR & GREAT CIRCLE RD WB,,36.199731,-86.809301,0,,0,,,0
MAIFREEF,MAIFREEF,MAINSTREAM DR & FREELAND STN RD EB,,36.199486,-86.812675,0,,,,,
MAIFREWM,MAIFREWM,MAINSTREAM DR & FREELAND RD WB,,36.199541,-86.812801,0,,,,,
MNFREWM,MNFREWM,MAINSTREAM DR & FREELAND RD WB,,36.197911,-86.816701,0,,,,,
MNFRESM,MNFRESM,MAINSTREAM DR & FREELAND STN RD SB,,36.195355,-86.817769,0,,,,,
ROS24AEM,ROS24AEM,ROSA L PARKS BLVD & 24TH AVE N EB,,36.191871,-86.817031,0,,,,,
GALLELNF,GALLELNF,GALLATIN AVE & LELAND AVE NB,,36.204141,-86.73805,0,,,,,
ETRDICEF,ETRDICEF,E TRINITY LANE & DICKERSON PIKE EB,,36.205783,-86.768153,0,,,,,
ETRDICWN,ETRDICWN,E TRINITY LANE & DICKERSON PIKE WB,,36.205962,-86.768146,0,,,,,
WTRMONWN,WTRMONWN,W TRINITY LANE & MONTICELLO DR WB,,36.207391,-86.783657,0,,,,,
WTRMONEF,WTRMONEF,W TRINITY LANE & MONTICELLO DR EB,,36.207236,-86.783727,0,,,,,
WTROLDWN,WTROLDWN,W TRINITY LANE & OLD MATTHEWS RD WB,,36.208437,-86.788711,0,,,,,
EWIBRIEN,EWIBRIEN,EWING DR & BRICK CHURCH EB,,36.23156,-86.781808,0,,0,,,0
WTROLDEN,WTROLDEN,W TRINITY LANE & OLD MATTHEWS RD EB,,36.208084,-86.789418,0,,,,,
WTRWHIWF,WTRWHIWF,W TRINITY LANE & WHITES CREEK PIKE WB,,36.206981,-86.792213,0,,,,,
WTRWHIEF,WTRWHIEF,W TRINITY LANE & WHITES CREEK PIKE EB,,36.207143,-86.791146,0,,,,,
WTRLIVWF,WTRLIVWF,W TRINITY LANE & LIVANO WB,,36.207198,-86.799116,0,,,,,
WTRLIVEN,WTRLIVEN,W TRINITY LANE & LIVANO EB,,36.206993,-86.799067,0,,,,,
PONATHWM,PONATHWM,PONDER PL & ATHENS WAY WB,,36.191712,-86.804177,0,,,,,
GREATHWN,GREATHWN,GREAT CIRCLE RD & ATHENS WAY WB,,36.198552,-86.795419,0,,,,,
ATHGRENN,ATHGRENN,ATHENS WAY & GREAT CIRCLE RD NB,,36.197779,-86.798586,0,,,,,
OLDTRINF,OLDTRINF,OLD MATHEWS RD AND TRINITY HILLS PARKWAY NB,,36.212319,-86.78952,0,,,,,
BRITRISF,BRITRISF,BRICK CHURCH PIKE & W TRINITY LN SB,,36.205161,-86.778106,0,,,,,
FAICLAWF,FAICLAWF,FAIRVIEW DR & CLARKSVILLE PK WB,,36.211217,-86.839784,0,,,,,
NNTC_1,NNTC_1,N NASHVILLE TC BAY 1,,36.185724,-86.817963,0,,0,NNTC,,1
NNTC_3,NNTC_3,N NASHVILLE TC BAY 3,,36.185542,-86.818308,0,,0,NNTC,,1
NNTC_4,NNTC_4,N NASHVILLE TC BAY 4,,36.185507,-86.818529,0,,0,NNTC,,1
NNTC_2,NNTC_2,N NASHVILLE TC BAY 2,,36.185583,-86.818094,0,,0,NNTC,,1
NNTC_9,NNTC_9,N NASHVILLE TC BAY 9,,36.186054,-86.818303,0,,0,NNTC,,1
OLDPAPSN,OLDPAPSN,OLD MATHEWS AND PAPUS CT. SB,,36.21861,-86.793848,0,,,,,
LEBDONWM,LEBDONWM,LEBANON PIKE & DONELSON PIKE WB,,36.167234,-86.660707,0,,,,,
ANDRACSN,ANDRACSN,ANDREW JACKSON PKWY & RACHEL DONELSON PASS SB,,36.200513,-86.607944,0,,,,,
HERSTAWF,HERSTAWF,HERMITAGE AVE & STANLEY ST WB,,36.153394,-86.750708,0,,,,,
LEBSPRNM,LEBSPRNM,LEBANON PIKE & SPRING PLACE DR NB,,36.174861,-86.646469,0,,,,,
BRISOUSM,BRISOUSM,BRICK CHURCH PIKE AND SOUTHERLAND DR SB,,36.213309,-86.779299,0,,,,,
BRIWEANM,BRIWEANM,BRICK CHURCH PIKE AND WEAKLY AVE NB,,36.198014,-86.776872,0,,,,,
GRETISEF,GRETISEF,GREEN LN & TISDALL DR EB,,36.237063,-86.807033,0,,,,,
ETRLISEN,ETRLISEN,E TRINITY LANE & LISCHEY AVE EB,,36.205374,-86.761371,0,,,,,
ETRLISWM,ETRLISWM,E TRINITY LANE & LISCHEY AVE WB,,36.205493,-86.761501,0,,,,,
NNTC_10,NNTC_10,N NASHVILLE TC BAY 10,,36.186261,-86.818393,0,,0,NNTC,,1
BRAPORSN,BRAPORSN,BRANCH ST & PORTER RD SB,,36.194078,-86.726,0,,,,,
ROSMAIWF,ROSMAIWF,ROSA L PARKS BLVD & MAINSTREAM DR WB,,36.19239,-86.81636,0,,,,,
MERHANSN,MERHANSN,MERIDIAN ST & HANCOCK ST SB,,36.183933,-86.768553,0,,,,,
FAILAFNF,FAILAFNF,FAIRFIELD AVE & LAFAYETTE ST NB,,36.147733,-86.757673,0,,,,,
FAICANNN,FAICANNN,FAIRFIELD AVE & CANNON ST NB,,36.150274,-86.756928,0,,,,,
FAICANSF,FAICANSF,FAIRFIELD AVE & CANNON ST SB,,36.150129,-86.757133,0,,,,,
MLK10AEF,MLK10AEF,MARTIN LUTHER KING JR & 10TH AVE N EB,,36.163462,-86.787281,0,,,,,
NNTC,NNTC,NORTH NASHVILLE TRANSIT CENTER,,36.185779,-86.818166,0,,1,,,1
